loja;caiu;voltou;tempo
"CENTRAL AGUIAR";"03/04/2024 11:00:51";"03/04/2024 11:01:21";1
"CENTRAL AGUIAR";"03/04/2024 11:04:51";"03/04/2024 11:05:21";1
"CENTRAL AGUIAR";"03/04/2024 11:08:51";"03/04/2024 11:09:21";1
"CENTRAL AGUIAR";"03/04/2024 11:12:51";"03/04/2024 11:13:21";1
"CENTRAL AGUIAR";"03/04/2024 11:14:21";"03/04/2024 11:14:51";0
"CENTRAL AGUIAR";"03/04/2024 11:16:51";"03/04/2024 11:17:21";1
"CENTRAL AGUIAR";"03/04/2024 11:20:51";"03/04/2024 11:21:21";1
"CENTRAL AGUIAR";"03/04/2024 11:24:51";"03/04/2024 11:25:21";1
"CENTRAL AGUIAR";"03/04/2024 11:28:52";"03/04/2024 11:29:22";1
"CENTRAL AGUIAR";"03/04/2024 11:32:51";"03/04/2024 11:33:21";1
"CENTRAL AGUIAR";"03/04/2024 11:36:51";"03/04/2024 11:37:21";1
"CENTRAL AGUIAR";"03/04/2024 11:40:51";"03/04/2024 11:41:21";1
"CENTRAL AGUIAR";"03/04/2024 11:44:52";"03/04/2024 11:45:22";1
"CENTRAL AGUIAR";"03/04/2024 11:46:22";"03/04/2024 11:46:52";0
"CENTRAL AGUIAR";"03/04/2024 11:48:52";"03/04/2024 11:49:22";1
"CENTRAL AGUIAR";"03/04/2024 11:52:52";"03/04/2024 11:53:22";1
"CENTRAL AGUIAR";"03/04/2024 11:56:52";"03/04/2024 11:57:22";1
"CENTRAL AGUIAR";"03/04/2024 12:00:52";"03/04/2024 12:01:22";1
"CENTRAL AGUIAR";"03/04/2024 12:04:52";"03/04/2024 12:05:22";1
"CENTRAL AGUIAR";"03/04/2024 12:08:52";"03/04/2024 12:09:22";1
"CENTRAL AGUIAR";"03/04/2024 12:12:52";"03/04/2024 12:13:22";1
"CENTRAL AGUIAR";"03/04/2024 12:16:52";"03/04/2024 12:17:22";1
"CENTRAL AGUIAR";"03/04/2024 12:20:52";"03/04/2024 12:21:22";1
"CENTRAL AGUIAR";"03/04/2024 12:24:52";"03/04/2024 12:25:22";1
"CENTRAL AGUIAR";"03/04/2024 12:28:52";"03/04/2024 12:29:22";1
"CENTRAL AGUIAR";"03/04/2024 12:32:52";"03/04/2024 12:33:22";1
"CENTRAL AGUIAR";"03/04/2024 12:36:52";"03/04/2024 12:37:22";1
"CENTRAL AGUIAR";"03/04/2024 12:40:52";"03/04/2024 12:41:22";1
"CENTRAL AGUIAR";"03/04/2024 12:44:52";"03/04/2024 12:45:22";1
"CENTRAL AGUIAR";"03/04/2024 12:48:52";"03/04/2024 12:49:22";1
"CENTRAL AGUIAR";"03/04/2024 12:52:52";"03/04/2024 12:53:22";1
"CENTRAL AGUIAR";"03/04/2024 13:00:53";"03/04/2024 13:01:23";1
"CENTRAL AGUIAR";"03/04/2024 13:05:53";"03/04/2024 13:06:23";1
"CENTRAL AGUIAR";"03/04/2024 13:09:53";"03/04/2024 13:10:23";1
"CENTRAL AGUIAR";"03/04/2024 13:13:53";"03/04/2024 13:14:23";1
"CENTRAL AGUIAR";"03/04/2024 13:17:53";"03/04/2024 13:18:23";1
"CENTRAL AGUIAR";"03/04/2024 13:21:53";"03/04/2024 13:22:23";1
"CENTRAL AGUIAR";"03/04/2024 13:25:53";"03/04/2024 13:26:23";1
"CENTRAL AGUIAR";"03/04/2024 13:29:53";"03/04/2024 13:30:23";1
"CENTRAL AGUIAR";"03/04/2024 13:33:53";"03/04/2024 13:34:23";1
"CENTRAL AGUIAR";"03/04/2024 13:37:53";"03/04/2024 13:38:23";1
"CENTRAL AGUIAR";"03/04/2024 13:41:53";"03/04/2024 13:42:23";1
"CENTRAL AGUIAR";"03/04/2024 13:45:53";"03/04/2024 13:46:23";1
"CENTRAL AGUIAR";"03/04/2024 13:49:54";"03/04/2024 13:50:24";1
"CENTRAL AGUIAR";"03/04/2024 13:53:54";"03/04/2024 13:54:24";1
"CENTRAL AGUIAR";"03/04/2024 13:57:54";"03/04/2024 13:58:24";1
"CENTRAL AGUIAR";"03/04/2024 14:01:54";"03/04/2024 14:02:24";1
"CENTRAL AGUIAR";"03/04/2024 14:09:54";"03/04/2024 14:10:24";1
"CENTRAL AGUIAR";"03/04/2024 14:13:54";"03/04/2024 14:14:24";1
"CENTRAL AGUIAR";"03/04/2024 14:17:55";"03/04/2024 14:18:25";1
"CENTRAL AGUIAR";"03/04/2024 14:19:24";"03/04/2024 14:19:54";0
"CENTRAL AGUIAR";"03/04/2024 14:21:54";"03/04/2024 14:22:24";1
"CENTRAL AGUIAR";"03/04/2024 14:29:54";"03/04/2024 14:30:24";1
"CENTRAL AGUIAR";"03/04/2024 15:02:56";"03/04/2024 15:03:26";1
"CENTRAL AGUIAR";"03/04/2024 15:04:25";"03/04/2024 15:04:55";0
"CENTRAL AGUIAR";"03/04/2024 15:14:55";"03/04/2024 15:15:25";1
"CENTRAL AGUIAR";"03/04/2024 15:18:56";"03/04/2024 15:19:26";1
"CENTRAL AGUIAR";"03/04/2024 15:34:56";"03/04/2024 15:35:26";1
"CENTRAL AGUIAR";"03/04/2024 15:48:26";"03/04/2024 15:48:56";0
"CENTRAL AGUIAR";"03/04/2024 16:06:57";"03/04/2024 16:07:27";1
"CENTRAL AGUIAR";"03/04/2024 16:09:27";"03/04/2024 16:09:57";0
"CENTRAL AGUIAR";"03/04/2024 16:11:57";"03/04/2024 16:12:27";1
"CENTRAL AGUIAR";"03/04/2024 16:13:27";"03/04/2024 16:13:57";0
"CENTRAL AGUIAR";"03/04/2024 16:19:57";"03/04/2024 16:20:27";1
"CENTRAL AGUIAR";"03/04/2024 16:23:57";"03/04/2024 16:24:27";1
"CENTRAL AGUIAR";"03/04/2024 16:35:58";"03/04/2024 16:36:28";1
"CENTRAL AGUIAR";"03/04/2024 17:05:28";"03/04/2024 17:05:58";0
"CENTRAL AGUIAR";"03/04/2024 17:19:59";"03/04/2024 17:20:29";1
"CENTRAL AGUIAR";"03/04/2024 17:21:28";"03/04/2024 17:21:58";0
"CENTRAL AGUIAR";"03/04/2024 17:35:59";"03/04/2024 17:36:30";1
"CENTRAL AGUIAR";"04/04/2024 09:42:32";"04/04/2024 09:43:02";1
"CENTRAL AGUIAR";"04/04/2024 09:46:32";"04/04/2024 09:47:02";1
"CENTRAL AGUIAR";"04/04/2024 09:50:32";"04/04/2024 09:51:02";1
"CENTRAL AGUIAR";"04/04/2024 09:54:32";"04/04/2024 09:55:02";1
"CENTRAL AGUIAR";"04/04/2024 09:58:32";"04/04/2024 09:59:02";1
"CENTRAL AGUIAR";"04/04/2024 10:02:32";"04/04/2024 10:03:02";1
"CENTRAL AGUIAR";"04/04/2024 10:06:33";"04/04/2024 10:07:04";1
"CENTRAL AGUIAR";"04/04/2024 10:08:03";"04/04/2024 10:08:33";0
"CENTRAL AGUIAR";"04/04/2024 10:10:32";"04/04/2024 10:11:02";1
"CENTRAL AGUIAR";"04/04/2024 10:14:32";"04/04/2024 10:15:02";1
"CENTRAL AGUIAR";"04/04/2024 10:18:32";"04/04/2024 10:19:03";1
"CENTRAL AGUIAR";"04/04/2024 10:22:33";"04/04/2024 10:23:03";1
"CENTRAL AGUIAR";"04/04/2024 10:26:33";"04/04/2024 10:27:03";1
"CENTRAL AGUIAR";"04/04/2024 10:30:33";"04/04/2024 10:31:03";1
"CENTRAL AGUIAR";"04/04/2024 10:34:33";"04/04/2024 10:35:03";1
"CENTRAL AGUIAR";"04/04/2024 10:37:33";"04/04/2024 10:38:03";1
"CENTRAL AGUIAR";"04/04/2024 10:42:33";"04/04/2024 10:43:03";1
"CENTRAL AGUIAR";"04/04/2024 10:46:33";"04/04/2024 10:47:03";1
"CENTRAL AGUIAR";"04/04/2024 10:51:33";"04/04/2024 10:52:03";1
"CENTRAL AGUIAR";"04/04/2024 10:53:03";"04/04/2024 10:53:33";0
"CENTRAL AGUIAR";"04/04/2024 10:55:33";"04/04/2024 10:56:03";1
"CENTRAL AGUIAR";"04/04/2024 10:59:33";"04/04/2024 11:00:03";1
"CENTRAL AGUIAR";"04/04/2024 11:04:33";"04/04/2024 11:05:03";1
"CENTRAL AGUIAR";"04/04/2024 11:08:34";"04/04/2024 11:09:04";1
"CENTRAL AGUIAR";"04/04/2024 11:12:34";"04/04/2024 11:13:04";1
"CENTRAL AGUIAR";"04/04/2024 11:16:34";"04/04/2024 11:17:04";1
"CENTRAL AGUIAR";"04/04/2024 11:20:34";"04/04/2024 11:21:04";1
"CENTRAL AGUIAR";"04/04/2024 11:24:34";"04/04/2024 11:25:04";1
"CENTRAL AGUIAR";"04/04/2024 11:28:34";"04/04/2024 11:29:04";1
"CENTRAL AGUIAR";"04/04/2024 11:32:34";"04/04/2024 11:33:04";1
"CENTRAL AGUIAR";"04/04/2024 11:36:34";"04/04/2024 11:37:04";1
"CENTRAL AGUIAR";"04/04/2024 11:38:04";"04/04/2024 11:38:34";0
"CENTRAL AGUIAR";"04/04/2024 11:40:35";"04/04/2024 11:41:05";1
"CENTRAL AGUIAR";"04/04/2024 11:44:34";"04/04/2024 11:45:04";1
"CENTRAL AGUIAR";"04/04/2024 11:48:34";"04/04/2024 11:49:04";1
"CENTRAL AGUIAR";"04/04/2024 11:52:34";"04/04/2024 11:53:04";1
"CENTRAL AGUIAR";"04/04/2024 11:54:05";"04/04/2024 11:54:35";0
"CENTRAL AGUIAR";"04/04/2024 11:56:35";"04/04/2024 11:57:05";1
"CENTRAL AGUIAR";"04/04/2024 12:00:35";"04/04/2024 12:01:05";1
"CENTRAL AGUIAR";"04/04/2024 12:04:35";"04/04/2024 12:05:05";1
"CENTRAL AGUIAR";"04/04/2024 12:08:35";"04/04/2024 12:09:05";1
"CENTRAL AGUIAR";"04/04/2024 12:12:35";"04/04/2024 12:13:05";1
"CENTRAL AGUIAR";"04/04/2024 12:16:35";"04/04/2024 12:17:05";1
"CENTRAL AGUIAR";"04/04/2024 12:21:35";"04/04/2024 12:22:05";1
"CENTRAL AGUIAR";"04/04/2024 12:25:35";"04/04/2024 12:26:05";1
"CENTRAL AGUIAR";"04/04/2024 12:37:35";"04/04/2024 12:38:05";1
"CENTRAL AGUIAR";"04/04/2024 12:53:36";"04/04/2024 12:54:06";1
"CENTRAL AGUIAR";"04/04/2024 12:55:06";"04/04/2024 12:55:36";0
"CENTRAL AGUIAR";"04/04/2024 12:57:36";"04/04/2024 12:58:06";1
"CENTRAL AGUIAR";"04/04/2024 13:09:37";"04/04/2024 13:10:07";1
"CENTRAL AGUIAR";"04/04/2024 13:21:36";"04/04/2024 13:22:06";1
"CENTRAL AGUIAR";"04/04/2024 13:25:36";"04/04/2024 13:26:06";1
"CENTRAL AGUIAR";"04/04/2024 13:29:36";"04/04/2024 13:30:06";1
"CENTRAL AGUIAR";"04/04/2024 13:37:37";"04/04/2024 13:38:07";1
"CENTRAL AGUIAR";"04/04/2024 13:41:37";"04/04/2024 13:42:07";1
"CENTRAL AGUIAR";"04/04/2024 13:57:37";"04/04/2024 14:00:45";3
"CENTRAL AGUIAR";"04/04/2024 14:01:44";"04/04/2024 14:02:14";1
"CENTRAL AGUIAR";"04/04/2024 14:05:44";"04/04/2024 14:06:14";1
"CENTRAL AGUIAR";"04/04/2024 14:09:44";"04/04/2024 14:10:14";1
"CENTRAL AGUIAR";"04/04/2024 14:13:44";"04/04/2024 14:14:14";1
"CENTRAL AGUIAR";"04/04/2024 14:17:44";"04/04/2024 14:18:14";1
"CENTRAL AGUIAR";"04/04/2024 14:21:44";"04/04/2024 14:22:14";1
"CENTRAL AGUIAR";"04/04/2024 14:25:45";"04/04/2024 14:26:18";1
"CENTRAL AGUIAR";"04/04/2024 14:27:15";"04/04/2024 14:27:45";0
"CENTRAL AGUIAR";"04/04/2024 14:29:45";"04/04/2024 14:30:15";1
"CENTRAL AGUIAR";"04/04/2024 14:33:45";"04/04/2024 14:34:15";1
"CENTRAL AGUIAR";"04/04/2024 14:37:45";"04/04/2024 14:38:15";1
"CENTRAL AGUIAR";"04/04/2024 14:41:46";"04/04/2024 14:42:16";1
"CENTRAL AGUIAR";"04/04/2024 14:45:45";"04/04/2024 14:46:15";1
"CENTRAL AGUIAR";"04/04/2024 14:49:45";"04/04/2024 14:50:15";1
"CENTRAL AGUIAR";"04/04/2024 14:53:45";"04/04/2024 14:54:15";1
"CENTRAL AGUIAR";"04/04/2024 14:57:46";"04/04/2024 14:58:16";1
"CENTRAL AGUIAR";"04/04/2024 14:58:46";"04/04/2024 14:59:17";1
"CENTRAL AGUIAR";"04/04/2024 15:01:45";"04/04/2024 15:02:15";1
"CENTRAL AGUIAR";"04/04/2024 15:11:46";"04/04/2024 15:12:16";1
"CENTRAL AGUIAR";"04/04/2024 15:16:46";"04/04/2024 15:17:16";1
"CENTRAL AGUIAR";"04/04/2024 15:20:46";"04/04/2024 15:21:16";1
"CENTRAL AGUIAR";"04/04/2024 15:24:46";"04/04/2024 15:25:16";1
"CENTRAL AGUIAR";"04/04/2024 15:28:46";"04/04/2024 15:29:16";1
"CENTRAL AGUIAR";"04/04/2024 15:32:46";"04/04/2024 15:33:16";1
"CENTRAL AGUIAR";"04/04/2024 15:36:46";"04/04/2024 15:37:16";1
"CENTRAL AGUIAR";"04/04/2024 15:40:46";"04/04/2024 15:41:16";1
"CENTRAL AGUIAR";"04/04/2024 15:42:17";"04/04/2024 15:42:47";0
"CENTRAL AGUIAR";"04/04/2024 15:44:46";"04/04/2024 15:45:16";1
"CENTRAL AGUIAR";"04/04/2024 15:48:47";"04/04/2024 15:49:17";1
"CENTRAL AGUIAR";"04/04/2024 15:52:47";"04/04/2024 15:53:17";1
"CENTRAL AGUIAR";"04/04/2024 15:56:47";"04/04/2024 15:57:17";1
"CENTRAL AGUIAR";"04/04/2024 16:08:48";"04/04/2024 16:09:18";1
"CENTRAL AGUIAR";"04/04/2024 16:12:48";"04/04/2024 16:13:18";1
"CENTRAL AGUIAR";"04/04/2024 16:14:18";"04/04/2024 16:14:48";0
"CENTRAL AGUIAR";"04/04/2024 16:20:48";"04/04/2024 16:21:18";1
"CENTRAL AGUIAR";"04/04/2024 16:25:48";"04/04/2024 16:26:18";1
"CENTRAL AGUIAR";"04/04/2024 16:28:48";"04/04/2024 16:29:18";1
"CENTRAL AGUIAR";"04/04/2024 16:33:48";"04/04/2024 16:34:18";1
"CENTRAL AGUIAR";"04/04/2024 16:37:48";"04/04/2024 16:38:18";1
"CENTRAL AGUIAR";"04/04/2024 16:43:18";"04/04/2024 16:43:48";0
"CENTRAL AGUIAR";"04/04/2024 16:45:48";"04/04/2024 16:46:18";1
"CENTRAL AGUIAR";"04/04/2024 16:54:48";"04/04/2024 16:55:18";1
"CENTRAL AGUIAR";"04/04/2024 16:58:49";"04/04/2024 16:59:19";1
"CENTRAL AGUIAR";"04/04/2024 17:02:49";"04/04/2024 17:03:19";1
"CENTRAL AGUIAR";"04/04/2024 17:06:49";"04/04/2024 17:07:19";1
"CENTRAL AGUIAR";"04/04/2024 17:19:49";"04/04/2024 17:20:19";1
"CENTRAL AGUIAR";"04/04/2024 17:31:49";"04/04/2024 17:32:19";1
"CENTRAL AGUIAR";"04/04/2024 17:39:49";"04/04/2024 17:40:19";1
"CENTRAL AGUIAR";"04/04/2024 17:43:50";"04/04/2024 17:44:20";1
"CENTRAL AGUIAR";"04/04/2024 17:51:49";"04/04/2024 17:52:19";1
"CENTRAL AGUIAR";"05/04/2024 09:00:36";"05/04/2024 09:01:06";1
"CENTRAL AGUIAR";"05/04/2024 09:30:06";"05/04/2024 09:30:36";0
"CENTRAL AGUIAR";"05/04/2024 09:44:36";"05/04/2024 09:45:06";1
"CENTRAL AGUIAR";"05/04/2024 10:00:37";"05/04/2024 10:01:07";1
"CENTRAL AGUIAR";"05/04/2024 10:06:37";"05/04/2024 10:07:07";1
"CENTRAL AGUIAR";"05/04/2024 10:12:37";"05/04/2024 10:13:07";1
"CENTRAL AGUIAR";"05/04/2024 10:24:37";"05/04/2024 10:25:07";1
"CENTRAL AGUIAR";"05/04/2024 10:46:08";"05/04/2024 10:46:38";0
"CENTRAL AGUIAR";"05/04/2024 10:48:38";"05/04/2024 10:49:08";1
"CENTRAL AGUIAR";"05/04/2024 10:50:08";"05/04/2024 10:50:38";0
"CENTRAL AGUIAR";"05/04/2024 11:01:38";"05/04/2024 11:02:08";1
"CENTRAL AGUIAR";"05/04/2024 11:06:38";"05/04/2024 11:07:08";1
"CENTRAL AGUIAR";"05/04/2024 11:27:39";"05/04/2024 11:28:09";1
"CENTRAL AGUIAR";"05/04/2024 11:33:39";"05/04/2024 11:34:09";1
"CENTRAL AGUIAR";"05/04/2024 11:35:08";"05/04/2024 11:35:38";0
"CENTRAL AGUIAR";"05/04/2024 11:37:39";"05/04/2024 11:38:09";1
"CENTRAL AGUIAR";"05/04/2024 11:47:09";"05/04/2024 11:47:39";0
"CENTRAL AGUIAR";"05/04/2024 11:48:39";"05/04/2024 11:49:09";1
"CENTRAL AGUIAR";"05/04/2024 12:02:39";"05/04/2024 12:03:09";1
"CENTRAL AGUIAR";"05/04/2024 12:09:10";"05/04/2024 12:09:40";0
"CENTRAL AGUIAR";"05/04/2024 12:18:10";"05/04/2024 12:18:40";0
"CENTRAL AGUIAR";"05/04/2024 12:19:40";"05/04/2024 12:20:10";1
"CENTRAL AGUIAR";"05/04/2024 12:34:10";"05/04/2024 12:34:40";0
"CENTRAL AGUIAR";"05/04/2024 12:40:40";"05/04/2024 12:41:10";1
"CENTRAL AGUIAR";"05/04/2024 12:47:40";"05/04/2024 12:48:10";1
"CENTRAL AGUIAR";"05/04/2024 13:02:10";"05/04/2024 13:02:40";0
"CENTRAL AGUIAR";"05/04/2024 13:03:41";"05/04/2024 13:04:11";1
"CENTRAL AGUIAR";"05/04/2024 13:06:11";"05/04/2024 13:06:42";0
"CENTRAL AGUIAR";"05/04/2024 13:10:11";"05/04/2024 13:10:42";0
"CENTRAL AGUIAR";"05/04/2024 13:14:11";"05/04/2024 13:14:42";0
"CENTRAL AGUIAR";"05/04/2024 13:19:41";"05/04/2024 13:20:11";1
"CENTRAL AGUIAR";"05/04/2024 13:30:11";"05/04/2024 13:30:41";0
"CENTRAL AGUIAR";"05/04/2024 13:43:12";"05/04/2024 13:43:42";0
"CENTRAL AGUIAR";"05/04/2024 13:48:41";"05/04/2024 13:49:11";1
"CENTRAL AGUIAR";"05/04/2024 13:51:12";"05/04/2024 13:51:42";0
"CENTRAL AGUIAR";"05/04/2024 13:56:12";"05/04/2024 13:56:43";0
"CENTRAL AGUIAR";"05/04/2024 14:00:12";"05/04/2024 14:00:43";0
"CENTRAL AGUIAR";"05/04/2024 14:04:12";"05/04/2024 14:04:43";0
"CENTRAL AGUIAR";"05/04/2024 14:08:12";"05/04/2024 14:08:43";0
"CENTRAL AGUIAR";"05/04/2024 14:12:12";"05/04/2024 14:12:43";0
"CENTRAL AGUIAR";"05/04/2024 14:16:12";"05/04/2024 14:16:43";0
"CENTRAL AGUIAR";"05/04/2024 14:20:12";"05/04/2024 14:20:43";0
"CENTRAL AGUIAR";"05/04/2024 14:24:12";"05/04/2024 14:24:43";0
"CENTRAL AGUIAR";"05/04/2024 14:28:12";"05/04/2024 14:28:43";0
"CENTRAL AGUIAR";"05/04/2024 14:32:12";"05/04/2024 14:32:43";0
"CENTRAL AGUIAR";"05/04/2024 14:44:12";"05/04/2024 14:44:43";0
"CENTRAL AGUIAR";"05/04/2024 14:48:13";"05/04/2024 14:48:43";0
"CENTRAL AGUIAR";"05/04/2024 14:49:42";"05/04/2024 14:50:12";1
"CENTRAL AGUIAR";"05/04/2024 15:05:42";"05/04/2024 15:06:12";1
"CENTRAL AGUIAR";"05/04/2024 15:08:13";"05/04/2024 15:08:44";0
"CENTRAL AGUIAR";"05/04/2024 15:09:43";"05/04/2024 15:10:13";1
"CENTRAL AGUIAR";"05/04/2024 15:12:13";"05/04/2024 15:12:44";0
"CENTRAL AGUIAR";"05/04/2024 15:16:13";"05/04/2024 15:16:45";0
"CENTRAL AGUIAR";"05/04/2024 15:20:13";"05/04/2024 15:20:47";0
"CENTRAL AGUIAR";"05/04/2024 15:21:44";"05/04/2024 15:22:13";1
"CENTRAL AGUIAR";"05/04/2024 15:24:13";"05/04/2024 15:24:45";0
"CENTRAL AGUIAR";"05/04/2024 15:25:44";"05/04/2024 15:26:13";1
"CENTRAL AGUIAR";"05/04/2024 15:28:13";"05/04/2024 15:28:45";0
"CENTRAL AGUIAR";"05/04/2024 15:32:13";"05/04/2024 15:32:46";0
"CENTRAL AGUIAR";"05/04/2024 15:36:14";"05/04/2024 15:36:46";0
"CENTRAL AGUIAR";"05/04/2024 15:40:15";"05/04/2024 15:40:46";0
"CENTRAL AGUIAR";"05/04/2024 15:44:15";"05/04/2024 15:44:46";0
"CENTRAL AGUIAR";"05/04/2024 15:48:15";"05/04/2024 15:48:46";0
"CENTRAL AGUIAR";"05/04/2024 15:51:15";"05/04/2024 15:51:46";0
"CENTRAL AGUIAR";"05/04/2024 15:52:15";"05/04/2024 15:52:46";0
"CENTRAL AGUIAR";"05/04/2024 15:56:15";"05/04/2024 15:56:46";0
"CENTRAL AGUIAR";"05/04/2024 16:00:15";"05/04/2024 16:00:46";0
"CENTRAL AGUIAR";"05/04/2024 16:08:15";"05/04/2024 16:08:46";0
"CENTRAL AGUIAR";"05/04/2024 16:12:15";"05/04/2024 16:12:46";0
"CENTRAL AGUIAR";"05/04/2024 16:16:15";"05/04/2024 16:16:46";0
"CENTRAL AGUIAR";"05/04/2024 16:20:15";"05/04/2024 16:20:46";0
"CENTRAL AGUIAR";"05/04/2024 16:21:45";"05/04/2024 16:22:15";1
"CENTRAL AGUIAR";"05/04/2024 16:25:15";"05/04/2024 16:25:46";0
"CENTRAL AGUIAR";"05/04/2024 16:29:15";"05/04/2024 16:29:47";0
"CENTRAL AGUIAR";"05/04/2024 16:33:16";"05/04/2024 16:33:47";0
"CENTRAL AGUIAR";"05/04/2024 16:37:16";"05/04/2024 16:37:47";0
"CENTRAL AGUIAR";"05/04/2024 16:41:16";"05/04/2024 16:41:47";0
"CENTRAL AGUIAR";"05/04/2024 16:45:16";"05/04/2024 16:45:47";0
"CENTRAL AGUIAR";"05/04/2024 16:49:16";"05/04/2024 16:49:47";0
"CENTRAL AGUIAR";"05/04/2024 16:52:16";"05/04/2024 16:52:47";0
"CENTRAL AGUIAR";"05/04/2024 16:53:17";"05/04/2024 16:53:47";0
"CENTRAL AGUIAR";"05/04/2024 16:57:16";"05/04/2024 16:57:47";0
"CENTRAL AGUIAR";"05/04/2024 17:01:16";"05/04/2024 17:01:47";0
"CENTRAL AGUIAR";"05/04/2024 17:05:17";"05/04/2024 17:05:47";0
"CENTRAL AGUIAR";"05/04/2024 17:07:47";"05/04/2024 17:08:17";1
"CENTRAL AGUIAR";"05/04/2024 17:10:17";"05/04/2024 17:10:48";0
"CENTRAL AGUIAR";"05/04/2024 17:14:17";"05/04/2024 17:14:47";0
"CENTRAL AGUIAR";"05/04/2024 17:18:17";"05/04/2024 17:18:47";0
"CENTRAL AGUIAR";"05/04/2024 17:22:17";"05/04/2024 17:22:48";0
"CENTRAL AGUIAR";"05/04/2024 17:23:47";"05/04/2024 17:24:17";1
"CENTRAL AGUIAR";"05/04/2024 17:26:17";"05/04/2024 17:26:48";0
"CENTRAL AGUIAR";"05/04/2024 17:30:17";"05/04/2024 17:30:48";0
"CENTRAL AGUIAR";"05/04/2024 17:34:17";"05/04/2024 17:34:48";0
"CENTRAL AGUIAR";"05/04/2024 17:38:17";"05/04/2024 17:38:48";0
"CENTRAL AGUIAR";"05/04/2024 17:42:17";"05/04/2024 17:42:48";0
"CENTRAL AGUIAR";"05/04/2024 17:46:17";"05/04/2024 17:46:48";0
"CENTRAL AGUIAR";"05/04/2024 17:50:17";"05/04/2024 17:50:48";0
"CENTRAL AGUIAR";"05/04/2024 17:54:17";"05/04/2024 17:54:48";0
"CENTRAL AGUIAR";"05/04/2024 17:55:47";"05/04/2024 17:56:17";1
"CENTRAL AGUIAR";"05/04/2024 17:58:17";"05/04/2024 17:58:48";0
"CENTRAL AGUIAR";"06/04/2024 09:00:47";"06/04/2024 09:01:17";1
"CENTRAL AGUIAR";"06/04/2024 09:04:47";"06/04/2024 09:05:17";1
"CENTRAL AGUIAR";"06/04/2024 09:08:48";"06/04/2024 09:09:19";1
"CENTRAL AGUIAR";"06/04/2024 09:10:17";"06/04/2024 09:10:47";0
"CENTRAL AGUIAR";"06/04/2024 09:12:47";"06/04/2024 09:13:18";1
"CENTRAL AGUIAR";"06/04/2024 09:16:47";"06/04/2024 09:17:18";1
"CENTRAL AGUIAR";"06/04/2024 09:20:47";"06/04/2024 09:21:17";1
"CENTRAL AGUIAR";"06/04/2024 09:23:48";"06/04/2024 09:24:18";1
"CENTRAL AGUIAR";"06/04/2024 09:39:18";"06/04/2024 09:39:48";0
"CENTRAL AGUIAR";"06/04/2024 09:41:48";"06/04/2024 09:42:19";1
"CENTRAL AGUIAR";"06/04/2024 09:45:48";"06/04/2024 09:46:19";1
"CENTRAL AGUIAR";"06/04/2024 09:49:48";"06/04/2024 09:50:20";1
"CENTRAL AGUIAR";"06/04/2024 09:53:49";"06/04/2024 09:54:21";1
"CENTRAL AGUIAR";"06/04/2024 09:57:48";"06/04/2024 09:58:20";1
"CENTRAL AGUIAR";"06/04/2024 10:01:48";"06/04/2024 10:02:21";1
"CENTRAL AGUIAR";"06/04/2024 10:05:49";"06/04/2024 10:06:21";1
"CENTRAL AGUIAR";"06/04/2024 10:09:49";"06/04/2024 10:10:22";1
"CENTRAL AGUIAR";"06/04/2024 10:11:20";"06/04/2024 10:11:49";0
"CENTRAL AGUIAR";"06/04/2024 10:13:49";"06/04/2024 10:14:20";1
"CENTRAL AGUIAR";"06/04/2024 10:17:49";"06/04/2024 10:18:21";1
"CENTRAL AGUIAR";"06/04/2024 10:21:49";"06/04/2024 10:22:20";1
"CENTRAL AGUIAR";"06/04/2024 10:25:50";"06/04/2024 10:26:22";1
"CENTRAL AGUIAR";"06/04/2024 10:29:50";"06/04/2024 10:30:21";1
"CENTRAL AGUIAR";"06/04/2024 10:33:50";"06/04/2024 10:34:21";1
"CENTRAL AGUIAR";"06/04/2024 10:37:50";"06/04/2024 10:38:21";1
"CENTRAL AGUIAR";"06/04/2024 10:40:21";"06/04/2024 10:40:51";0
"CENTRAL AGUIAR";"06/04/2024 10:42:51";"06/04/2024 10:43:22";1
"CENTRAL AGUIAR";"06/04/2024 10:47:51";"06/04/2024 10:48:22";1
"CENTRAL AGUIAR";"06/04/2024 10:51:51";"06/04/2024 10:52:22";1
"CENTRAL AGUIAR";"06/04/2024 10:56:51";"06/04/2024 10:57:22";1
"CENTRAL AGUIAR";"06/04/2024 10:58:21";"06/04/2024 10:58:51";0
"CENTRAL AGUIAR";"06/04/2024 11:00:51";"06/04/2024 11:01:22";1
"CENTRAL AGUIAR";"06/04/2024 11:04:51";"06/04/2024 11:05:22";1
"CENTRAL AGUIAR";"06/04/2024 11:09:52";"06/04/2024 11:10:22";1
"CENTRAL AGUIAR";"06/04/2024 11:11:22";"06/04/2024 11:11:52";0
"CENTRAL AGUIAR";"06/04/2024 11:13:52";"06/04/2024 11:14:22";1
"CENTRAL AGUIAR";"06/04/2024 11:17:52";"06/04/2024 11:18:22";1
"CENTRAL AGUIAR";"06/04/2024 11:21:52";"06/04/2024 11:22:22";1
"CENTRAL AGUIAR";"06/04/2024 11:26:53";"06/04/2024 11:27:23";1
"CENTRAL AGUIAR";"06/04/2024 11:30:52";"06/04/2024 11:31:22";1
"CENTRAL AGUIAR";"06/04/2024 11:34:52";"06/04/2024 11:35:22";1
